stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\code\CSI2P1-Final-Project-Template\SourceCode\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97300] removed dtor for bitmap 000000000286d9a0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97305] removed dtor for bitmap 00000000027a2eb0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97308] removed dtor for bitmap 0000000002874d40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97311] removed dtor for bitmap 00000000027c2390
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97314] removed dtor for bitmap 00000000027c2540
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97317] removed dtor for sample_instance 00000000027b7be0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97321] removed dtor for bitmap 000000000c4d0f30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97341] removed dtor for bitmap 000000000287ebd0
dtor     D               dtor.c:116  _al_run_destructors              [ 186.97351] calling dtor for bitmap 00000000027b9f90, func 00007fff4eb81bea
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97356] removed dtor for bitmap 00000000027b9f90
dtor     D               dtor.c:116  _al_run_destructors              [ 186.97376] calling dtor for timer 00000000027a9820, func 00007fff4ebbfb3b
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97381] removed dtor for timer 00000000027a9820
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97384] removed dtor for sample_instance 00000000027a94c0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97388] removed dtor for sample_instance 00000000027a95e0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97390] removed dtor for sample_instance 00000000027a9700
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97394] removed dtor for sample_instance 00000000027a9b30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97397] removed dtor for sample_instance 00000000027a9260
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97399] removed dtor for sample_instance 00000000027a9380
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97401] removed dtor for sample_instance 00000000027a9c50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97404] removed dtor for sample_instance 00000000027a9d70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97406] removed dtor for sample_instance 00000000027b6f30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97408] removed dtor for sample_instance 00000000027b7050
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97411] removed dtor for sample_instance 00000000027b7170
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97418] removed dtor for sample_instance 00000000027b7290
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97423] removed dtor for sample_instance 00000000027b7520
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97426] removed dtor for sample_instance 00000000027b7760
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97429] removed dtor for sample_instance 00000000027b7f40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97431] removed dtor for sample_instance 00000000027b7640
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97435] removed dtor for sample_instance 00000000027b7880
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97438] removed dtor for sample_instance 00000000027b8060
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97440] removed dtor for sample_instance 00000000027b7d00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97443] removed dtor for sample_instance 00000000027b7ac0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97446] removed dtor for mixer 00000000027a8f90
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [ 186.97449] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [ 186.97455] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [ 186.97834] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [ 186.97844] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [ 186.97846] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [ 186.97848] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [ 186.97849] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97852] removed dtor for voice 00000000027aa8f0
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [ 186.97854] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [ 186.97856] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [ 186.97858] calling dtor for sample 00000000027b9860, func 00007fff4ecb1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97860] removed dtor for sample 00000000027b9860
dtor     D               dtor.c:116  _al_run_destructors              [ 186.97863] calling dtor for sample 00000000027b9f20, func 00007fff4ecb1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97864] removed dtor for sample 00000000027b9f20
audio-dsound D           dsound.cpp:296  _dsound_close                    [ 186.97866] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [ 186.98266] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [ 186.98274] DirectSound closed
